code,tramo,nivel,warehouse_id,location_type
GC-P3-C3-T10-N5,503,1,1,STORAGE
GC-P3-C3-T10-N4,502,1,1,STORAGE
GC-P3-C3-T10-N3,501,1,1,STORAGE
GC-P3-C3-T10-N2,500,1,1,STORAGE
GC-P3-C3-T10-N14,499,1,1,STORAGE
GC-P3-C3-T10-N13,498,1,1,STORAGE
GC-P3-C3-T10-N12,497,1,1,STORAGE
GC-P3-C3-T10-N11,496,1,1,STORAGE
GC-P3-C3-T10-N10,495,1,1,STORAGE
GC-P3-C3-T10-N1,494,1,1,STORAGE
GC-P3-C3-T09-N9,493,1,1,STORAGE
GC-P3-C3-T09-N8,492,1,1,STORAGE
GC-P3-C3-T09-N7,491,1,1,STORAGE
GC-P3-C3-T09-N6,490,1,1,STORAGE
GC-P3-C3-T09-N5,489,1,1,STORAGE
GC-P3-C3-T09-N4,488,1,1,STORAGE
GC-P3-C3-T09-N3,487,1,1,STORAGE
GC-P3-C3-T09-N2,486,1,1,STORAGE
GC-P3-C3-T09-N12,485,1,1,STORAGE
GC-P3-C3-T09-N11,484,1,1,STORAGE
GC-P3-C3-T09-N10,483,1,1,STORAGE
GC-P3-C3-T09-N1,482,1,1,STORAGE
GC-P3-C3-T08-N9,481,1,1,STORAGE
GC-P3-C3-T08-N8,480,1,1,STORAGE
GC-P3-C3-T08-N7,479,1,1,STORAGE
GC-P3-C3-T08-N6,478,1,1,STORAGE
GC-P3-C3-T08-N5,477,1,1,STORAGE
GC-P3-C3-T08-N4,476,1,1,STORAGE
GC-P3-C3-T08-N3,475,1,1,STORAGE
GC-P3-C3-T08-N2,474,1,1,STORAGE
GC-P3-C3-T08-N11,473,1,1,STORAGE
GC-P3-C3-T08-N10,472,1,1,STORAGE
GC-P3-C3-T08-N1,471,1,1,STORAGE
GC-P3-C3-T07-N9,470,1,1,STORAGE
GC-P3-C3-T07-N8,469,1,1,STORAGE
GC-P3-C3-T07-N7,468,1,1,STORAGE
GC-P3-C3-T07-N6,467,1,1,STORAGE
GC-P3-C3-T07-N5,466,1,1,STORAGE
GC-P3-C3-T07-N4,465,1,1,STORAGE
GC-P3-C3-T07-N3,464,1,1,STORAGE
GC-P3-C3-T07-N2,463,1,1,STORAGE
GC-P3-C3-T07-N12,462,1,1,STORAGE
GC-P3-C3-T07-N11,461,1,1,STORAGE
GC-P3-C3-T07-N10,460,1,1,STORAGE
GC-P3-C3-T07-N1,459,1,1,STORAGE
GC-P3-C3-T06-N9,458,1,1,STORAGE
GC-P3-C3-T06-N8,457,1,1,STORAGE
GC-P3-C3-T06-N7,456,1,1,STORAGE
GC-P3-C3-T06-N6,455,1,1,STORAGE
GC-P3-C3-T06-N5,454,1,1,STORAGE
GC-P3-C3-T06-N4,453,1,1,STORAGE
GC-P3-C3-T06-N3,452,1,1,STORAGE
GC-P3-C3-T06-N2,451,1,1,STORAGE
GC-P3-C3-T06-N11,450,1,1,STORAGE
GC-P3-C3-T06-N10,449,1,1,STORAGE
GC-P3-C3-T06-N1,448,1,1,STORAGE
GC-P3-C3-T05-N9,447,1,1,STORAGE
GC-P3-C3-T05-N8,446,1,1,STORAGE
GC-P3-C3-T05-N7,445,1,1,STORAGE
GC-P3-C3-T05-N6,444,1,1,STORAGE
GC-P3-C3-T05-N5,443,1,1,STORAGE
GC-P3-C3-T05-N4,442,1,1,STORAGE
GC-P3-C3-T05-N3,441,1,1,STORAGE
GC-P3-C3-T05-N2,440,1,1,STORAGE
GC-P3-C3-T05-N10,439,1,1,STORAGE
GC-P3-C3-T05-N1,438,1,1,STORAGE
GC-P3-C3-T04-N8,437,1,1,STORAGE
GC-P3-C3-T04-N7,436,1,1,STORAGE
GC-P3-C3-T04-N6,435,1,1,STORAGE
GC-P3-C3-T04-N5,434,1,1,STORAGE
GC-P3-C3-T04-N4,433,1,1,STORAGE
GC-P3-C3-T04-N3,432,1,1,STORAGE
GC-P3-C3-T04-N2,431,1,1,STORAGE
GC-P3-C3-T04-N1,430,1,1,STORAGE
GC-P3-C3-T03-N6,429,1,1,STORAGE
GC-P3-C3-T03-N5,428,1,1,STORAGE
GC-P3-C3-T03-N4,427,1,1,STORAGE
GC-P3-C3-T03-N3,426,1,1,STORAGE
GC-P3-C3-T03-N2,425,1,1,STORAGE
GC-P3-C3-T03-N1,424,1,1,STORAGE
GC-P3-C3-T02-N9,423,1,1,STORAGE
GC-P3-C3-T02-N8,422,1,1,STORAGE
GC-P3-C3-T02-N7,421,1,1,STORAGE
GC-P3-C3-T02-N6,420,1,1,STORAGE
GC-P3-C3-T02-N5,419,1,1,STORAGE
GC-P3-C3-T02-N4,418,1,1,STORAGE
GC-P3-C3-T02-N3,417,1,1,STORAGE
GC-P3-C3-T02-N25,416,1,1,STORAGE
GC-P3-C3-T02-N24,415,1,1,STORAGE
GC-P3-C3-T02-N23,414,1,1,STORAGE
GC-P3-C3-T02-N22,413,1,1,STORAGE
GC-P3-C3-T02-N21,412,1,1,STORAGE
GC-P3-C3-T02-N20,411,1,1,STORAGE
GC-P3-C3-T02-N2,410,1,1,STORAGE
GC-P3-C3-T02-N19,409,1,1,STORAGE
GC-P3-C3-T02-N18,408,1,1,STORAGE
GC-P3-C3-T02-N17,407,1,1,STORAGE
GC-P3-C3-T02-N16,406,1,1,STORAGE
GC-P3-C3-T02-N15,405,1,1,STORAGE
GC-P3-C3-T02-N14,404,1,1,STORAGE
GC-P3-C3-T02-N13,403,1,1,STORAGE
GC-P3-C3-T02-N12,402,1,1,STORAGE
GC-P3-C3-T02-N11,401,1,1,STORAGE
GC-P3-C3-T02-N10,400,1,1,STORAGE
GC-P3-C3-T02-N1,399,1,1,STORAGE
GC-P3-C3-T01-N4,398,1,1,STORAGE
GC-P3-C3-T01-N3,397,1,1,STORAGE
GC-P3-C3-T01-N2,396,1,1,STORAGE
GC-P3-C3-T01-N1,395,1,1,STORAGE
GC-P3-C3-RECEPCION,394,1,1,RECEIVING
GC-P3-C3-PA-06,393,1,1,STORAGE
GC-P3-C3-PA-05,392,1,1,STORAGE
GC-P3-C3-PA-04,391,1,1,STORAGE
GC-P3-C3-PA-03,390,1,1,STORAGE
GC-P3-C3-PA-02,389,1,1,STORAGE
GC-P3-C3-PA-01,388,1,1,STORAGE
GC-P3-C2-T08-N9,387,1,1,STORAGE
GC-P3-C2-T08-N8,386,1,1,STORAGE
GC-P3-C2-T08-N7,385,1,1,STORAGE
GC-P3-C2-T08-N6,384,1,1,STORAGE
GC-P3-C2-T08-N5,383,1,1,STORAGE
GC-P3-C2-T08-N4,382,1,1,STORAGE
GC-P3-C2-T08-N3,381,1,1,STORAGE
GC-P3-C2-T08-N21,380,1,1,STORAGE
GC-P3-C2-T08-N20,379,1,1,STORAGE
GC-P3-C2-T08-N2,378,1,1,STORAGE
GC-P3-C2-T08-N19,377,1,1,STORAGE
GC-P3-C2-T08-N18,376,1,1,STORAGE
GC-P3-C2-T08-N17,375,1,1,STORAGE
GC-P3-C2-T08-N16,374,1,1,STORAGE
GC-P3-C2-T08-N15,373,1,1,STORAGE
GC-P3-C2-T08-N14,372,1,1,STORAGE
GC-P3-C2-T08-N13,371,1,1,STORAGE
GC-P3-C2-T08-N12,370,1,1,STORAGE
GC-P3-C2-T08-N11,369,1,1,STORAGE
GC-P3-C2-T08-N10,368,1,1,STORAGE
GC-P3-C2-T08-N1,367,1,1,STORAGE
GC-P3-C2-T07-N9,366,1,1,STORAGE
GC-P3-C2-T07-N8,365,1,1,STORAGE
GC-P3-C2-T07-N7,364,1,1,STORAGE
GC-P3-C2-T07-N6,363,1,1,STORAGE
GC-P3-C2-T07-N5,362,1,1,STORAGE
GC-P3-C2-T07-N4,361,1,1,STORAGE
GC-P3-C2-T07-N3,360,1,1,STORAGE
GC-P3-C2-T07-N2,359,1,1,STORAGE
GC-P3-C2-T07-N13,358,1,1,STORAGE
GC-P3-C2-T07-N12,357,1,1,STORAGE
GC-P3-C2-T07-N11,356,1,1,STORAGE
GC-P3-C2-T07-N10,355,1,1,STORAGE
GC-P3-C2-T07-N1,354,1,1,STORAGE
GC-P3-C2-T06-N9,353,1,1,STORAGE
GC-P3-C2-T06-N8,352,1,1,STORAGE
GC-P3-C2-T06-N7,351,1,1,STORAGE
GC-P3-C2-T06-N6,350,1,1,STORAGE
GC-P3-C2-T06-N5,349,1,1,STORAGE
GC-P3-C2-T06-N4,348,1,1,STORAGE
GC-P3-C2-T06-N30,347,1,1,STORAGE
GC-P3-C2-T06-N3,346,1,1,STORAGE
GC-P3-C2-T06-N29,345,1,1,STORAGE
GC-P3-C2-T06-N28,344,1,1,STORAGE
GC-P3-C2-T06-N27,343,1,1,STORAGE
GC-P3-C2-T06-N26,342,1,1,STORAGE
GC-P3-C2-T06-N25,341,1,1,STORAGE
GC-P3-C2-T06-N24,340,1,1,STORAGE
GC-P3-C2-T06-N23,339,1,1,STORAGE
GC-P3-C2-T06-N22,338,1,1,STORAGE
GC-P3-C2-T06-N21,337,1,1,STORAGE
GC-P3-C2-T06-N20,336,1,1,STORAGE
GC-P3-C2-T06-N2,335,1,1,STORAGE
GC-P3-C2-T06-N19,334,1,1,STORAGE
GC-P3-C2-T06-N18,333,1,1,STORAGE
GC-P3-C2-T06-N17,332,1,1,STORAGE
GC-P3-C2-T06-N16,331,1,1,STORAGE
GC-P3-C2-T06-N15,330,1,1,STORAGE
GC-P3-C2-T06-N14,329,1,1,STORAGE
GC-P3-C2-T06-N13,328,1,1,STORAGE
GC-P3-C2-T06-N12,327,1,1,STORAGE
GC-P3-C2-T06-N11,326,1,1,STORAGE
GC-P3-C2-T06-N10,325,1,1,STORAGE
GC-P3-C2-T06-N1,324,1,1,STORAGE
GC-P3-C2-T05-N9,323,1,1,STORAGE
GC-P3-C2-T05-N8,322,1,1,STORAGE
GC-P3-C2-T05-N7,321,1,1,STORAGE
GC-P3-C2-T05-N6,320,1,1,STORAGE
GC-P3-C2-T05-N5,319,1,1,STORAGE
GC-P3-C2-T05-N4,318,1,1,STORAGE
GC-P3-C2-T05-N38,317,1,1,STORAGE
GC-P3-C2-T05-N37,316,1,1,STORAGE
GC-P3-C2-T05-N36,315,1,1,STORAGE
GC-P3-C2-T05-N35,314,1,1,STORAGE
GC-P3-C2-T05-N34,313,1,1,STORAGE
GC-P3-C2-T05-N33,312,1,1,STORAGE
GC-P3-C2-T05-N32,311,1,1,STORAGE
GC-P3-C2-T05-N31,310,1,1,STORAGE
GC-P3-C2-T05-N30,309,1,1,STORAGE
GC-P3-C2-T05-N3,308,1,1,STORAGE
GC-P3-C2-T05-N29,307,1,1,STORAGE
GC-P3-C2-T05-N28,306,1,1,STORAGE
GC-P3-C2-T05-N27,305,1,1,STORAGE
GC-P3-C2-T05-N26,304,1,1,STORAGE
GC-P3-C2-T05-N25,303,1,1,STORAGE
GC-P3-C2-T05-N24,302,1,1,STORAGE
GC-P3-C2-T05-N23,301,1,1,STORAGE
GC-P3-C2-T05-N22,300,1,1,STORAGE
GC-P3-C2-T05-N21,299,1,1,STORAGE
GC-P3-C2-T05-N20,298,1,1,STORAGE
GC-P3-C2-T05-N2,297,1,1,STORAGE
GC-P3-C2-T05-N19,296,1,1,STORAGE
GC-P3-C2-T05-N18,295,1,1,STORAGE
GC-P3-C2-T05-N17,294,1,1,STORAGE
GC-P3-C2-T05-N16,293,1,1,STORAGE
GC-P3-C2-T05-N15,292,1,1,STORAGE
GC-P3-C2-T05-N14,291,1,1,STORAGE
GC-P3-C2-T05-N13,290,1,1,STORAGE
GC-P3-C2-T05-N12,289,1,1,STORAGE
GC-P3-C2-T05-N11,288,1,1,STORAGE
GC-P3-C2-T05-N10,287,1,1,STORAGE
GC-P3-C2-T05-N1,286,1,1,STORAGE
GC-P3-C2-T04-N9,285,1,1,STORAGE
GC-P3-C2-T04-N8,284,1,1,STORAGE
GC-P3-C2-T04-N7,283,1,1,STORAGE
GC-P3-C2-T04-N6,282,1,1,STORAGE
GC-P3-C2-T04-N5,281,1,1,STORAGE
GC-P3-C2-T04-N4,280,1,1,STORAGE
GC-P3-C2-T04-N3,279,1,1,STORAGE
GC-P3-C2-T04-N28,278,1,1,STORAGE
GC-P3-C2-T04-N27,277,1,1,STORAGE
GC-P3-C2-T04-N26,276,1,1,STORAGE
GC-P3-C2-T04-N25,275,1,1,STORAGE
GC-P3-C2-T04-N24,274,1,1,STORAGE
GC-P3-C2-T04-N23,273,1,1,STORAGE
GC-P3-C2-T04-N22,272,1,1,STORAGE
GC-P3-C2-T04-N21,271,1,1,STORAGE
GC-P3-C2-T04-N20,270,1,1,STORAGE
GC-P3-C2-T04-N2,269,1,1,STORAGE
GC-P3-C2-T04-N19,268,1,1,STORAGE
GC-P3-C2-T04-N18,267,1,1,STORAGE
GC-P3-C2-T04-N17,266,1,1,STORAGE
GC-P3-C2-T04-N16,265,1,1,STORAGE
GC-P3-C2-T04-N15,264,1,1,STORAGE
GC-P3-C2-T04-N14,263,1,1,STORAGE
GC-P3-C2-T04-N13,262,1,1,STORAGE
GC-P3-C2-T04-N12,261,1,1,STORAGE
GC-P3-C2-T04-N11,260,1,1,STORAGE
GC-P3-C2-T04-N10,259,1,1,STORAGE
GC-P3-C2-T04-N1,258,1,1,STORAGE
GC-P3-C2-T03-N9,257,1,1,STORAGE
GC-P3-C2-T03-N8,256,1,1,STORAGE
GC-P3-C2-T03-N7,255,1,1,STORAGE
GC-P3-C2-T03-N6,254,1,1,STORAGE
GC-P3-C2-T03-N5,253,1,1,STORAGE
GC-P3-C2-T03-N4,252,1,1,STORAGE
GC-P3-C2-T03-N3,251,1,1,STORAGE
GC-P3-C2-T03-N24,250,1,1,STORAGE
GC-P3-C2-T03-N23,249,1,1,STORAGE
GC-P3-C2-T03-N22,248,1,1,STORAGE
GC-P3-C2-T03-N21,247,1,1,STORAGE
GC-P3-C2-T03-N20,246,1,1,STORAGE
GC-P3-C2-T03-N2,245,1,1,STORAGE
GC-P3-C2-T03-N19,244,1,1,STORAGE
GC-P3-C2-T03-N18,243,1,1,STORAGE
GC-P3-C2-T03-N17,242,1,1,STORAGE
GC-P3-C2-T03-N16,241,1,1,STORAGE
GC-P3-C2-T03-N15,240,1,1,STORAGE
GC-P3-C2-T03-N14,239,1,1,STORAGE
GC-P3-C2-T03-N13,238,1,1,STORAGE
GC-P3-C2-T03-N12,237,1,1,STORAGE
GC-P3-C2-T03-N11,236,1,1,STORAGE
GC-P3-C2-T03-N10,235,1,1,STORAGE
GC-P3-C2-T03-N1,234,1,1,STORAGE
GC-P3-C2-T02-N9,233,1,1,STORAGE
GC-P3-C2-T02-N8,232,1,1,STORAGE
GC-P3-C2-T02-N7,231,1,1,STORAGE
GC-P3-C2-T02-N6,230,1,1,STORAGE
GC-P3-C2-T02-N5,229,1,1,STORAGE
GC-P3-C2-T02-N48,228,1,1,STORAGE
GC-P3-C2-T02-N47,227,1,1,STORAGE
GC-P3-C2-T02-N46,226,1,1,STORAGE
GC-P3-C2-T02-N45,225,1,1,STORAGE
GC-P3-C2-T02-N44,224,1,1,STORAGE
GC-P3-C2-T02-N43,223,1,1,STORAGE
GC-P3-C2-T02-N42,222,1,1,STORAGE
GC-P3-C2-T02-N41,221,1,1,STORAGE
GC-P3-C2-T02-N40,220,1,1,STORAGE
GC-P3-C2-T02-N4,219,1,1,STORAGE
GC-P3-C2-T02-N39,218,1,1,STORAGE
GC-P3-C2-T02-N38,217,1,1,STORAGE
GC-P3-C2-T02-N37,216,1,1,STORAGE
GC-P3-C2-T02-N36,215,1,1,STORAGE
GC-P3-C2-T02-N35,214,1,1,STORAGE
GC-P3-C2-T02-N34,213,1,1,STORAGE
GC-P3-C2-T02-N33,212,1,1,STORAGE
GC-P3-C2-T02-N32,211,1,1,STORAGE
GC-P3-C2-T02-N31,210,1,1,STORAGE
GC-P3-C2-T02-N30,209,1,1,STORAGE
GC-P3-C2-T02-N3,208,1,1,STORAGE
GC-P3-C2-T02-N29,207,1,1,STORAGE
GC-P3-C2-T02-N28,206,1,1,STORAGE
GC-P3-C2-T02-N27,205,1,1,STORAGE
GC-P3-C2-T02-N26,204,1,1,STORAGE
GC-P3-C2-T02-N25,203,1,1,STORAGE
GC-P3-C2-T02-N24,202,1,1,STORAGE
GC-P3-C2-T02-N23,201,1,1,STORAGE
GC-P3-C2-T02-N22,200,1,1,STORAGE
GC-P3-C2-T02-N21,199,1,1,STORAGE
GC-P3-C2-T02-N20,198,1,1,STORAGE
GC-P3-C2-T02-N2,197,1,1,STORAGE
GC-P3-C2-T02-N19,196,1,1,STORAGE
GC-P3-C2-T02-N18,195,1,1,STORAGE
GC-P3-C2-T02-N17,194,1,1,STORAGE
GC-P3-C2-T02-N16,193,1,1,STORAGE
GC-P3-C2-T02-N15,192,1,1,STORAGE
GC-P3-C2-T02-N14,191,1,1,STORAGE
GC-P3-C2-T02-N13,190,1,1,STORAGE
GC-P3-C2-T02-N12,189,1,1,STORAGE
GC-P3-C2-T02-N11,188,1,1,STORAGE
GC-P3-C2-T02-N10,187,1,1,STORAGE
GC-P3-C2-T02-N1,186,1,1,STORAGE
GC-P3-C2-T01-N9,185,1,1,STORAGE
GC-P3-C2-T01-N8,184,1,1,STORAGE
GC-P3-C2-T01-N7,183,1,1,STORAGE
GC-P3-C2-T01-N6,182,1,1,STORAGE
GC-P3-C2-T01-N5,181,1,1,STORAGE
GC-P3-C2-T01-N4,180,1,1,STORAGE
GC-P3-C2-T01-N3,179,1,1,STORAGE
GC-P3-C2-T01-N24,178,1,1,STORAGE
GC-P3-C2-T01-N23,177,1,1,STORAGE
GC-P3-C2-T01-N22,176,1,1,STORAGE
GC-P3-C2-T01-N21,175,1,1,STORAGE
GC-P3-C2-T01-N20,174,1,1,STORAGE
GC-P3-C2-T01-N2,173,1,1,STORAGE
GC-P3-C2-T01-N19,172,1,1,STORAGE
GC-P3-C2-T01-N18,171,1,1,STORAGE
GC-P3-C2-T01-N17,170,1,1,STORAGE
GC-P3-C2-T01-N16,169,1,1,STORAGE
GC-P3-C2-T01-N15,168,1,1,STORAGE
GC-P3-C2-T01-N14,167,1,1,STORAGE
GC-P3-C2-T01-N13,166,1,1,STORAGE
GC-P3-C2-T01-N12,165,1,1,STORAGE
GC-P3-C2-T01-N11,164,1,1,STORAGE
GC-P3-C2-T01-N10,163,1,1,STORAGE
GC-P3-C2-T01-N1,162,1,1,STORAGE
GC-P3-C1-T05-N9,161,1,1,STORAGE
GC-P3-C1-T05-N8,160,1,1,STORAGE
GC-P3-C1-T05-N7,159,1,1,STORAGE
GC-P3-C1-T05-N6,158,1,1,STORAGE
GC-P3-C1-T05-N5,157,1,1,STORAGE
GC-P3-C1-T05-N4,156,1,1,STORAGE
GC-P3-C1-T05-N3,155,1,1,STORAGE
GC-P3-C1-T05-N27,154,1,1,STORAGE
GC-P3-C1-T05-N26,153,1,1,STORAGE
GC-P3-C1-T05-N25,152,1,1,STORAGE
GC-P3-C1-T05-N24,151,1,1,STORAGE
GC-P3-C1-T05-N23,150,1,1,STORAGE
GC-P3-C1-T05-N22,149,1,1,STORAGE
GC-P3-C1-T05-N21,148,1,1,STORAGE
GC-P3-C1-T05-N20,147,1,1,STORAGE
GC-P3-C1-T05-N2,146,1,1,STORAGE
GC-P3-C1-T05-N19,145,1,1,STORAGE
GC-P3-C1-T05-N18,144,1,1,STORAGE
GC-P3-C1-T05-N17,143,1,1,STORAGE
GC-P3-C1-T05-N16,142,1,1,STORAGE
GC-P3-C1-T05-N15,141,1,1,STORAGE
GC-P3-C1-T05-N14,140,1,1,STORAGE
GC-P3-C1-T05-N13,139,1,1,STORAGE
GC-P3-C1-T05-N12,138,1,1,STORAGE
GC-P3-C1-T05-N11,137,1,1,STORAGE
GC-P3-C1-T05-N10,136,1,1,STORAGE
GC-P3-C1-T05-N1,135,1,1,STORAGE
GC-P3-C1-T04-N9,134,1,1,STORAGE
GC-P3-C1-T04-N8,133,1,1,STORAGE
GC-P3-C1-T04-N7,132,1,1,STORAGE
GC-P3-C1-T04-N6,131,1,1,STORAGE
GC-P3-C1-T04-N5,130,1,1,STORAGE
GC-P3-C1-T04-N4,129,1,1,STORAGE
GC-P3-C1-T04-N3,128,1,1,STORAGE
GC-P3-C1-T04-N24,127,1,1,STORAGE
GC-P3-C1-T04-N23,126,1,1,STORAGE
GC-P3-C1-T04-N22,125,1,1,STORAGE
GC-P3-C1-T04-N21,124,1,1,STORAGE
GC-P3-C1-T04-N20,123,1,1,STORAGE
GC-P3-C1-T04-N2,122,1,1,STORAGE
GC-P3-C1-T04-N19,121,1,1,STORAGE
GC-P3-C1-T04-N18,120,1,1,STORAGE
GC-P3-C1-T04-N17,119,1,1,STORAGE
GC-P3-C1-T04-N16,118,1,1,STORAGE
GC-P3-C1-T04-N15,117,1,1,STORAGE
GC-P3-C1-T04-N14,116,1,1,STORAGE
GC-P3-C1-T04-N13,115,1,1,STORAGE
GC-P3-C1-T04-N12,114,1,1,STORAGE
GC-P3-C1-T04-N11,113,1,1,STORAGE
GC-P3-C1-T04-N10,112,1,1,STORAGE
GC-P3-C1-T04-N1,111,1,1,STORAGE
GC-P3-C1-T03-N9,110,1,1,STORAGE
GC-P3-C1-T03-N8,109,1,1,STORAGE
GC-P3-C1-T03-N7,108,1,1,STORAGE
GC-P3-C1-T03-N6,107,1,1,STORAGE
GC-P3-C1-T03-N5,106,1,1,STORAGE
GC-P3-C1-T03-N4,105,1,1,STORAGE
GC-P3-C1-T03-N3,104,1,1,STORAGE
GC-P3-C1-T03-N2,103,1,1,STORAGE
GC-P3-C1-T03-N14,102,1,1,STORAGE
GC-P3-C1-T03-N13,101,1,1,STORAGE
GC-P3-C1-T03-N12,100,1,1,STORAGE
GC-P3-C1-T03-N11,99,1,1,STORAGE
GC-P3-C1-T03-N10,98,1,1,STORAGE
GC-P3-C1-T03-N1,97,1,1,STORAGE
GC-P3-C1-T02-N9,96,1,1,STORAGE
GC-P3-C1-T02-N8,95,1,1,STORAGE
GC-P3-C1-T02-N7,94,1,1,STORAGE
GC-P3-C1-T02-N6,93,1,1,STORAGE
GC-P3-C1-T02-N5,92,1,1,STORAGE
GC-P3-C1-T02-N4,91,1,1,STORAGE
GC-P3-C1-T02-N3,90,1,1,STORAGE
GC-P3-C1-T02-N27,89,1,1,STORAGE
GC-P3-C1-T02-N26,88,1,1,STORAGE
GC-P3-C1-T02-N25,87,1,1,STORAGE
GC-P3-C1-T02-N24,86,1,1,STORAGE
GC-P3-C1-T02-N23,85,1,1,STORAGE
GC-P3-C1-T02-N22,84,1,1,STORAGE
GC-P3-C1-T02-N21,83,1,1,STORAGE
GC-P3-C1-T02-N20,82,1,1,STORAGE
GC-P3-C1-T02-N2,81,1,1,STORAGE
GC-P3-C1-T02-N19,80,1,1,STORAGE
GC-P3-C1-T02-N18,79,1,1,STORAGE
GC-P3-C1-T02-N17,78,1,1,STORAGE
GC-P3-C1-T02-N16,77,1,1,STORAGE
GC-P3-C1-T02-N15,76,1,1,STORAGE
GC-P3-C1-T02-N14,75,1,1,STORAGE
GC-P3-C1-T02-N13,74,1,1,STORAGE
GC-P3-C1-T02-N12,73,1,1,STORAGE
GC-P3-C1-T02-N11,72,1,1,STORAGE
GC-P3-C1-T02-N10,71,1,1,STORAGE
GC-P3-C1-T02-N1,70,1,1,STORAGE
GC-P3-C1-T01-N9,69,1,1,STORAGE
GC-P3-C1-T01-N8,68,1,1,STORAGE
GC-P3-C1-T01-N7,67,1,1,STORAGE
GC-P3-C1-T01-N6,66,1,1,STORAGE
GC-P3-C1-T01-N5,65,1,1,STORAGE
GC-P3-C1-T01-N4,64,1,1,STORAGE
GC-P3-C1-T01-N3,63,1,1,STORAGE
GC-P3-C1-T01-N2,62,1,1,STORAGE
GC-P3-C1-T01-N16,61,1,1,STORAGE
GC-P3-C1-T01-N15,60,1,1,STORAGE
GC-P3-C1-T01-N14,59,1,1,STORAGE
GC-P3-C1-T01-N13,58,1,1,STORAGE
GC-P3-C1-T01-N12,57,1,1,STORAGE
GC-P3-C1-T01-N11,56,1,1,STORAGE
GC-P3-C1-T01-N10,55,1,1,STORAGE
GC-P3-C1-T01-N1,54,1,1,STORAGE
GC-P2-T05-N1,53,1,1,STORAGE
GC-P2-T04-N9,52,1,1,STORAGE
GC-P2-T04-N8,51,1,1,STORAGE
GC-P2-T04-N7,50,1,1,STORAGE
GC-P2-T04-N6,49,1,1,STORAGE
GC-P2-T04-N5,48,1,1,STORAGE
GC-P2-T04-N4,47,1,1,STORAGE
GC-P2-T04-N3,46,1,1,STORAGE
GC-P2-T04-N2,45,1,1,STORAGE
GC-P2-T04-N10,44,1,1,STORAGE
GC-P2-T04-N1,43,1,1,STORAGE
GC-P2-T03-N1,42,1,1,STORAGE
GC-P2-T02-N9,41,1,1,STORAGE
GC-P2-T02-N8,40,1,1,STORAGE
GC-P2-T02-N7,39,1,1,STORAGE
GC-P2-T02-N6,38,1,1,STORAGE
GC-P2-T02-N5,37,1,1,STORAGE
GC-P2-T02-N4,36,1,1,STORAGE
GC-P2-T02-N3,35,1,1,STORAGE
GC-P2-T02-N2,34,1,1,STORAGE
GC-P2-T02-N10,33,1,1,STORAGE
GC-P2-T02-N1,32,1,1,STORAGE
GC-P2-T01-N4,31,1,1,STORAGE
GC-P2-T01-N3,30,1,1,STORAGE
GC-P2-T01-N2,29,1,1,STORAGE
GC-P2-T01-N1,28,1,1,STORAGE
GC-P2-PI-05,27,1,1,STORAGE
GC-P2-PI-04,26,1,1,STORAGE
GC-P2-PI-03,25,1,1,STORAGE
GC-P2-PI-02,24,1,1,STORAGE
GC-P2-PI-01,23,1,1,STORAGE
GC-P1-T02-PI,22,1,1,STORAGE
GC-P1-T02-N9,21,1,1,STORAGE
GC-P1-T02-N8,20,1,1,STORAGE
GC-P1-T02-N7,19,1,1,STORAGE
GC-P1-T02-N6,18,1,1,STORAGE
GC-P1-T02-N5,17,1,1,STORAGE
GC-P1-T02-N4,16,1,1,STORAGE
GC-P1-T02-N3,15,1,1,STORAGE
GC-P1-T02-N2,14,1,1,STORAGE
GC-P1-T02-N1,13,1,1,STORAGE
GC-P1-T01-PI,12,1,1,STORAGE
GC-P1-T01-N9,11,1,1,STORAGE
GC-P1-T01-N8,10,1,1,STORAGE
GC-P1-T01-N7,9,1,1,STORAGE
GC-P1-T01-N6,8,1,1,STORAGE
GC-P1-T01-N5,7,1,1,STORAGE
GC-P1-T01-N4,6,1,1,STORAGE
GC-P1-T01-N3,5,1,1,STORAGE
GC-P1-T01-N2,4,1,1,STORAGE
GC-P1-T01-N10,3,1,1,STORAGE
GC-P1-T01-N1,2,1,1,STORAGE
GC-P1-RECEPCION,1,1,1,RECEIVING
